PulserCal_6.09MeV
10/GEN/20 11:51
Sample 	 Time_L [msec]  Time_H [msec] 	 Amp [mV] 	 Detector 
307 	 629 	 0 	 4464 	 0 
308 	 634 	 0 	 4475 	 0 
309 	 634 	 0 	 4461 	 0 
310 	 638 	 0 	 4471 	 0 
311 	 638 	 0 	 4474 	 0 
312 	 642 	 0 	 4478 	 0 
313 	 642 	 0 	 4461 	 0 
314 	 646 	 0 	 4486 	 0 
315 	 646 	 0 	 4473 	 0 
316 	 651 	 0 	 4472 	 0 
317 	 651 	 0 	 4477 	 0 
318 	 653 	 0 	 4476 	 0 
319 	 653 	 0 	 4460 	 0 
320 	 658 	 0 	 4470 	 0 
321 	 658 	 0 	 4458 	 0 
322 	 662 	 0 	 4476 	 0 
323 	 662 	 0 	 4459 	 0 
324 	 666 	 0 	 4477 	 0 
325 	 666 	 0 	 4453 	 0 
326 	 670 	 0 	 4470 	 0 
327 	 670 	 0 	 4476 	 0 
328 	 675 	 0 	 4484 	 0 
329 	 675 	 0 	 4474 	 0 
330 	 679 	 0 	 4468 	 0 
331 	 679 	 0 	 4475 	 0 
332 	 683 	 0 	 4469 	 0 
333 	 683 	 0 	 4471 	 0 
334 	 687 	 0 	 4465 	 0 
335 	 687 	 0 	 4461 	 0 
336 	 691 	 0 	 4463 	 0 
337 	 691 	 0 	 4468 	 0 
338 	 696 	 0 	 4469 	 0 
339 	 696 	 0 	 4467 	 0 
340 	 698 	 0 	 4475 	 0 
341 	 698 	 0 	 4465 	 0 
342 	 703 	 0 	 4470 	 0 
343 	 703 	 0 	 4485 	 0 
344 	 707 	 0 	 4480 	 0 
345 	 707 	 0 	 4479 	 0 
346 	 711 	 0 	 4459 	 0 
347 	 711 	 0 	 4474 	 0 
348 	 715 	 0 	 4471 	 0 
349 	 715 	 0 	 4474 	 0 
350 	 720 	 0 	 4468 	 0 
351 	 720 	 0 	 4471 	 0 
352 	 724 	 0 	 4491 	 0 
353 	 724 	 0 	 4466 	 0 
354 	 728 	 0 	 4468 	 0 
355 	 728 	 0 	 4482 	 0 
356 	 732 	 0 	 4467 	 0 
357 	 732 	 0 	 4484 	 0 
358 	 737 	 0 	 4467 	 0 
359 	 737 	 0 	 4484 	 0 
360 	 739 	 0 	 4467 	 0 
361 	 739 	 0 	 4470 	 0 
362 	 744 	 0 	 4469 	 0 
363 	 744 	 0 	 4486 	 0 
364 	 748 	 0 	 4463 	 0 
365 	 748 	 0 	 4483 	 0 
366 	 752 	 0 	 4467 	 0 
367 	 752 	 0 	 4475 	 0 
368 	 756 	 0 	 4466 	 0 
369 	 756 	 0 	 4467 	 0 
370 	 761 	 0 	 4467 	 0 
371 	 761 	 0 	 4473 	 0 
372 	 765 	 0 	 4479 	 0 
373 	 765 	 0 	 4470 	 0 
374 	 769 	 0 	 4459 	 0 
375 	 769 	 0 	 4473 	 0 
376 	 773 	 0 	 4467 	 0 
377 	 773 	 0 	 4484 	 0 
378 	 778 	 0 	 4464 	 0 
379 	 778 	 0 	 4481 	 0 
380 	 780 	 0 	 4481 	 0 
381 	 780 	 0 	 4492 	 0 
382 	 785 	 0 	 4452 	 0 
383 	 785 	 0 	 4464 	 0 
384 	 789 	 0 	 4469 	 0 
385 	 789 	 0 	 4483 	 0 
386 	 793 	 0 	 4475 	 0 
387 	 793 	 0 	 4469 	 0 
388 	 797 	 0 	 4472 	 0 
389 	 797 	 0 	 4483 	 0 
390 	 802 	 0 	 4475 	 0 
391 	 802 	 0 	 4459 	 0 
392 	 806 	 0 	 4464 	 0 
393 	 806 	 0 	 4485 	 0 
394 	 810 	 0 	 4463 	 0 
395 	 810 	 0 	 4484 	 0 
396 	 814 	 0 	 4460 	 0 
397 	 814 	 0 	 4470 	 0 
398 	 819 	 0 	 4467 	 0 
399 	 819 	 0 	 4471 	 0 
400 	 823 	 0 	 4468 	 0 
401 	 823 	 0 	 4468 	 0 
402 	 826 	 0 	 4469 	 0 
403 	 826 	 0 	 4474 	 0 
404 	 830 	 0 	 4482 	 0 
405 	 830 	 0 	 4475 	 0 
406 	 834 	 0 	 4471 	 0 
407 	 834 	 0 	 4480 	 0 
408 	 838 	 0 	 4456 	 0 
409 	 838 	 0 	 4473 	 0 
410 	 843 	 0 	 4478 	 0 
411 	 843 	 0 	 4476 	 0 
412 	 847 	 0 	 4465 	 0 
413 	 847 	 0 	 4475 	 0 
414 	 851 	 0 	 4451 	 0 
415 	 851 	 0 	 4482 	 0 
416 	 855 	 0 	 4480 	 0 
